school_name,district_name,county_name,grade_12_enrollment,total_num_test_takers,num_erw_benchmark,pct_erw_benchmark,num_math_benchmark,pct_math_benchmark,num_test_takers_benchmark,perc_participation,pct_test_takers_benchmark,year
Cypress High,Anaheim Union High,Orange,713.0,324.0,281.0,86.73,225.0,69.44,217.0,45.44179523141655,66.98,2018-19
Fontana A. B. Miller High,Fontana Unified,San Bernardino,507.0,171.0,109.0,63.74,58.0,33.92,55.0,33.72781065088758,32.16,2018-19
Classical Academy High,Escondido Union High,San Diego,298.0,93.0,81.0,87.1,69.0,74.19,67.0,31.20805369127517,72.04,2018-19
Lancaster High,Antelope Valley Union High,Los Angeles,575.0,116.0,79.0,68.1,42.0,36.21,40.0,20.17391304347826,34.48,2018-19
Design Tech High,San Mateo Union High,San Mateo,120.0,71.0,64.0,90.14,50.0,70.42,50.0,59.166666666666664,70.42,2018-19
Summit Preparatory Charter High,Sequoia Union High,San Mateo,95.0,47.0,26.0,55.32,18.0,38.3,15.0,49.473684210526315,31.91,2018-19
Sequoia High,Sequoia Union High,San Mateo,486.0,176.0,135.0,76.7,117.0,66.48,108.0,36.21399176954733,61.36,2018-19
California Military Institute,Perris Union High,Riverside,109.0,64.0,38.0,59.38,17.0,26.56,15.0,58.71559633027523,23.44,2018-19
Riverside STEM Academy,Riverside Unified,Riverside,53.0,35.0,34.0,97.14,33.0,94.29,32.0,66.0377358490566,91.43,2018-19
California City High,Mojave Unified,Kern,107.0,28.0,23.0,82.14,10.0,35.71,10.0,26.168224299065418,35.71,2018-19
Monterey High,Monterey Peninsula Unified,Monterey,348.0,280.0,176.0,62.86,118.0,42.14,108.0,80.45977011494253,38.57,2018-19
Cathedral City High,Palm Springs Unified,Riverside,390.0,111.0,72.0,64.86,38.0,34.23,36.0,28.46153846153846,32.43,2018-19
Foothill High,Twin Rivers Unified,Sacramento,251.0,210.0,67.0,31.9,19.0,9.05,18.0,83.66533864541833,8.57,2018-19
Nipomo High,Lucia Mar Unified,San Luis Obispo,226.0,52.0,42.0,80.77,27.0,51.92,26.0,23.008849557522122,50.0,2018-19
Baldwin Park High,Baldwin Park Unified,Los Angeles,438.0,135.0,101.0,74.81,63.0,46.67,58.0,30.82191780821918,42.96,2018-19
Orcutt Academy Charter,Orcutt Union Elementary,Santa Barbara,145.0,56.0,52.0,92.86,44.0,78.57,43.0,38.62068965517241,76.79,2018-19
Ernest Righetti High,Santa Maria Joint Union High,Santa Barbara,536.0,132.0,98.0,74.24,73.0,55.3,68.0,24.62686567164179,51.52,2018-19
Early College High,Newport-Mesa Unified,Orange,50.0,15.0,12.0,80.0,8.0,53.33,8.0,30.0,53.33,2018-19
Options for Youth-San Juan,San Juan Unified,Sacramento,166.0,28.0,15.0,53.57,4.0,14.29,4.0,16.867469879518072,14.29,2018-19
Campolindo High,Acalanes Union High,Contra Costa,340.0,97.0,97.0,100.0,77.0,79.38,77.0,28.52941176470588,79.38,2018-19
Agoura High,Las Virgenes Unified,Los Angeles,459.0,134.0,124.0,92.54,111.0,82.84,109.0,29.193899782135073,81.34,2018-19
"Lennox Mathematics, Science and Technology Academy",Lennox,Los Angeles,143.0,144.0,84.0,58.33,56.0,38.89,54.0,100.69930069930071,37.5,2018-19
New Technology High,Napa Valley Unified,Napa,97.0,29.0,24.0,82.76,17.0,58.62,15.0,29.896907216494846,51.72,2018-19
Coachella Valley High,Coachella Valley Unified,Riverside,607.0,168.0,86.0,51.19,49.0,29.17,45.0,27.677100494233937,26.79,2018-19
Newark Memorial High,Newark Unified,Alameda,397.0,141.0,107.0,75.89,66.0,46.81,64.0,35.51637279596977,45.39,2018-19
Wallis Annenberg High,Los Angeles Unified,Los Angeles,98.0,96.0,28.0,29.17,12.0,12.5,9.0,97.95918367346938,9.38,2018-19
Dana Hills High,Capistrano Unified,Orange,669.0,172.0,148.0,86.05,112.0,65.12,108.0,25.710014947683106,62.79,2018-19
Roseville High,Roseville Joint Union High,Placer,416.0,157.0,138.0,87.9,97.0,61.78,94.0,37.74038461538461,59.87,2018-19
Mount Miguel High,Grossmont Union High,San Diego,322.0,65.0,31.0,47.69,16.0,24.62,15.0,20.18633540372671,23.08,2018-19
Lincoln (Abraham) High,San Francisco Unified,San Francisco,519.0,319.0,243.0,76.18,228.0,71.47,205.0,61.46435452793835,64.26,2018-19
Yerba Buena High,East Side Union High,Santa Clara,420.0,151.0,114.0,75.5,76.0,50.33,74.0,35.95238095238095,49.01,2018-19
Porterville High,Porterville Unified,Tulare,435.0,115.0,72.0,62.61,34.0,29.57,29.0,26.436781609195403,25.22,2018-19
Jefferson High,Jefferson Union High,San Mateo,260.0,228.0,102.0,44.74,44.0,19.3,41.0,87.6923076923077,17.98,2018-19
Palo Alto High,Palo Alto Unified,Santa Clara,507.0,184.0,178.0,96.74,163.0,88.59,162.0,36.29191321499014,88.04,2018-19
Rancho Campana High,Oxnard Union High,Ventura,166.0,125.0,106.0,84.8,85.0,68.0,81.0,75.30120481927712,64.8,2018-19
Newbury Park High,Conejo Valley Unified,Ventura,596.0,220.0,205.0,93.18,168.0,76.36,168.0,36.91275167785235,76.36,2018-19
Pomona High,Pomona Unified,Los Angeles,270.0,130.0,52.0,40.0,25.0,19.23,19.0,48.148148148148145,14.62,2018-19
Oakland Unity High,Oakland Unified,Alameda,81.0,35.0,18.0,51.43,15.0,42.86,14.0,43.20987654320987,40.0,2018-19
ARISE High,Oakland Unified,Alameda,68.0,39.0,13.0,33.33,6.0,15.38,4.0,57.35294117647059,10.26,2018-19
Bellflower High,Bellflower Unified,Los Angeles,367.0,101.0,75.0,74.26,52.0,51.49,49.0,27.520435967302454,48.51,2018-19
Santiago High,Corona-Norco Unified,Riverside,813.0,392.0,313.0,79.85,251.0,64.03,239.0,48.21648216482165,60.97,2018-19
Harbor High,Santa Cruz City High,Santa Cruz,179.0,65.0,50.0,76.92,43.0,66.15,39.0,36.312849162011176,60.0,2018-19
Soquel High,Santa Cruz City High,Santa Cruz,269.0,103.0,86.0,83.5,59.0,57.28,58.0,38.28996282527881,56.31,2018-19
Holtville High,Holtville Unified,Imperial,138.0,51.0,40.0,78.43,19.0,37.25,18.0,36.95652173913043,35.29,2018-19
Beverly Hills High,Beverly Hills Unified,Los Angeles,404.0,145.0,139.0,95.86,117.0,80.69,116.0,35.89108910891089,80.0,2018-19
San Marino High,San Marino Unified,Los Angeles,269.0,120.0,114.0,95.0,112.0,93.33,110.0,44.60966542750929,91.67,2018-19
Alliance Cindy and Bill Simon Technology Academy High,Los Angeles Unified,Los Angeles,123.0,84.0,30.0,35.71,10.0,11.9,10.0,68.29268292682927,11.9,2018-19
Pacifica High,Garden Grove Unified,Orange,395.0,173.0,154.0,89.02,120.0,69.36,117.0,43.79746835443038,67.63,2018-19
Beaumont Senior High,Beaumont Unified,Riverside,652.0,571.0,335.0,58.67,163.0,28.55,158.0,87.57668711656443,27.67,2018-19
Willows High,Willows Unified,Glenn,115.0,27.0,14.0,51.85,6.0,22.22,5.0,23.47826086956522,18.52,2018-19
Yosemite High,Yosemite Unified,Madera,135.0,50.0,41.0,82.0,24.0,48.0,23.0,37.03703703703704,46.0,2018-19
El Capitan High,Grossmont Union High,San Diego,406.0,103.0,81.0,78.64,49.0,47.57,48.0,25.36945812807882,46.6,2018-19
Granite Hills High,Grossmont Union High,San Diego,557.0,138.0,113.0,81.88,90.0,65.22,85.0,24.775583482944345,61.59,2018-19
Indian Springs High,San Bernardino City Unified,San Bernardino,382.0,65.0,26.0,40.0,10.0,15.38,10.0,17.015706806282722,15.38,2018-19
San Gorgonio High,San Bernardino City Unified,San Bernardino,450.0,170.0,106.0,62.35,59.0,34.71,56.0,37.77777777777778,32.94,2018-19
School for Entrepreneurship and Technology,San Diego Unified,San Diego,56.0,18.0,14.0,77.78,8.0,44.44,8.0,32.142857142857146,44.44,2018-19
Hawthorne Math and Science Academy,Hawthorne,Los Angeles,112.0,64.0,55.0,85.94,42.0,65.63,41.0,57.14285714285714,64.06,2018-19
Maywood Center for Enriched Studies,Los Angeles Unified,Los Angeles,90.0,57.0,29.0,50.88,10.0,17.54,8.0,63.33333333333333,14.04,2018-19
Robert Fulton College Preparatory,Los Angeles Unified,Los Angeles,144.0,57.0,24.0,42.11,12.0,21.05,11.0,39.58333333333333,19.3,2018-19
Los Altos High,Hacienda la Puente Unified,Los Angeles,411.0,382.0,177.0,46.34,106.0,27.75,97.0,92.94403892944038,25.39,2018-19
Encore High School for the Arts - Riverside,Riverside Unified,Riverside,95.0,37.0,29.0,78.38,10.0,27.03,9.0,38.94736842105263,24.32,2018-19
KIPP King Collegiate High,San Lorenzo Unified,Alameda,144.0,65.0,44.0,67.69,31.0,47.69,27.0,45.13888888888889,41.54,2018-19
Edgewood High,West Covina Unified,Los Angeles,192.0,92.0,71.0,77.17,44.0,47.83,41.0,47.91666666666667,44.57,2018-19
West Covina High,West Covina Unified,Los Angeles,514.0,240.0,188.0,78.33,133.0,55.42,122.0,46.69260700389105,50.83,2018-19
Canyon High,Orange Unified,Orange,572.0,417.0,341.0,81.77,255.0,61.15,249.0,72.9020979020979,59.71,2018-19
Orange High,Orange Unified,Orange,396.0,381.0,134.0,35.17,71.0,18.64,63.0,96.21212121212122,16.54,2018-19
McFarland High,McFarland Unified,Kern,203.0,66.0,25.0,37.88,7.0,10.61,6.0,32.51231527093596,9.09,2018-19
Grover Cleveland Charter High,Los Angeles Unified,Los Angeles,651.0,274.0,207.0,75.55,141.0,51.46,134.0,42.08909370199693,48.91,2018-19
Diamond Bar High,Walnut Valley Unified,Los Angeles,749.0,422.0,373.0,88.39,338.0,80.09,322.0,56.34178905206942,76.3,2018-19
Granite Hills High,Apple Valley Unified,San Bernardino,371.0,77.0,58.0,75.32,24.0,31.17,22.0,20.754716981132077,28.57,2018-19
Cerritos High,ABC Unified,Los Angeles,509.0,247.0,225.0,91.09,191.0,77.33,185.0,48.52652259332024,74.9,2018-19
La Mirada High,Norwalk-La Mirada Unified,Los Angeles,468.0,428.0,257.0,60.05,139.0,32.48,133.0,91.45299145299145,31.07,2018-19
High Tech High North County,SBC - High Tech High,San Diego,95.0,58.0,42.0,72.41,25.0,43.1,24.0,61.05263157894737,41.38,2018-19
Edison High,Fresno Unified,Fresno,560.0,185.0,142.0,76.76,93.0,50.27,88.0,33.035714285714285,47.57,2018-19
PUC Triumph Charter Academy and PUC Triumph Charter High,Los Angeles Unified,Los Angeles,116.0,61.0,27.0,44.26,14.0,22.95,11.0,52.58620689655172,18.03,2018-19
Segerstrom High,Santa Ana Unified,Orange,457.0,425.0,207.0,48.71,145.0,34.12,126.0,92.99781181619255,29.65,2018-19
Middle College High,Santa Ana Unified,Orange,86.0,87.0,71.0,81.61,37.0,42.53,35.0,101.16279069767442,40.23,2018-19
Highlands High,Twin Rivers Unified,Sacramento,143.0,134.0,45.0,33.58,21.0,15.67,20.0,93.7062937062937,14.93,2018-19
Encinal Junior/Senior High,Alameda Unified,Alameda,233.0,92.0,69.0,75.0,54.0,58.7,51.0,39.48497854077253,55.43,2018-19
Foothill High,Kern High,Kern,471.0,120.0,60.0,50.0,39.0,32.5,35.0,25.477707006369428,29.17,2018-19
South El Monte High,El Monte Union High,Los Angeles,278.0,119.0,77.0,64.71,50.0,42.02,44.0,42.805755395683455,36.97,2018-19
Canyon High,William S. Hart Union High,Los Angeles,536.0,150.0,128.0,85.33,84.0,56.0,82.0,27.985074626865668,54.67,2018-19
Valencia High,William S. Hart Union High,Los Angeles,714.0,251.0,227.0,90.44,174.0,69.32,169.0,35.154061624649856,67.33,2018-19
Making Waves Academy,Contra Costa County Office of Education,Contra Costa,83.0,77.0,39.0,50.65,23.0,29.87,20.0,92.7710843373494,25.97,2018-19
"Crenshaw Science, Technology, Engineering, Math and Medicine Magnet",Los Angeles Unified,Los Angeles,216.0,72.0,18.0,25.0,2.0,2.78,1.0,33.33333333333333,1.39,2018-19
Inspire Charter,Acton-Agua Dulce Unified,Los Angeles,133.0,19.0,17.0,89.47,6.0,31.58,6.0,14.285714285714285,31.58,2018-19
Napa High,Napa Valley Unified,Napa,432.0,155.0,94.0,60.65,72.0,46.45,65.0,35.879629629629626,41.94,2018-19
Alhambra Senior High,Martinez Unified,Contra Costa,284.0,79.0,71.0,89.87,60.0,75.95,60.0,27.816901408450708,75.95,2018-19
Middletown High,Middletown Unified,Lake,119.0,37.0,30.0,81.08,21.0,56.76,19.0,31.092436974789916,51.35,2018-19
Monrovia High,Monrovia Unified,Los Angeles,393.0,182.0,135.0,74.18,81.0,44.51,79.0,46.31043256997455,43.41,2018-19
OCCS:CHEP/PCHS,Orange County Department of Education,Orange,105.0,18.0,16.0,88.89,9.0,50.0,9.0,17.142857142857142,50.0,2018-19
Frontier High,Oxnard Union High,Ventura,145.0,81.0,2.0,2.47,1.0,1.23,1.0,55.86206896551724,1.23,2018-19
Elizabeth Learning Center,Los Angeles Unified,Los Angeles,129.0,76.0,30.0,39.47,11.0,14.47,9.0,58.91472868217055,11.84,2018-19
River Valley Charter,Lakeside Union Elementary,San Diego,50.0,20.0,20.0,100.0,17.0,85.0,17.0,40.0,85.0,2018-19
Capuchino High,San Mateo Union High,San Mateo,275.0,122.0,103.0,84.43,69.0,56.56,65.0,44.36363636363637,53.28,2018-19
San Mateo High,San Mateo Union High,San Mateo,414.0,143.0,124.0,86.71,101.0,70.63,100.0,34.54106280193236,69.93,2018-19
"Oakland Military Institute, College Preparatory Academy",Oakland Unified,Alameda,85.0,79.0,33.0,41.77,18.0,22.78,16.0,92.94117647058823,20.25,2018-19
Alliance Marc & Eva Stern Math and Science,Los Angeles Unified,Los Angeles,141.0,139.0,84.0,60.43,52.0,37.41,49.0,98.58156028368793,35.25,2018-19
Golden Valley High,Merced Union High,Merced,397.0,145.0,87.0,60.0,51.0,35.17,44.0,36.523929471032744,30.34,2018-19
Western Center Academy,Hemet Unified,Riverside,67.0,67.0,64.0,95.52,50.0,74.63,50.0,100.0,74.63,2018-19
University City High,San Diego Unified,San Diego,459.0,196.0,156.0,79.59,121.0,61.73,117.0,42.70152505446623,59.69,2018-19
Henry High,San Diego Unified,San Diego,506.0,225.0,194.0,86.22,151.0,67.11,145.0,44.466403162055336,64.44,2018-19
Westmont High,Campbell Union High,Santa Clara,354.0,129.0,122.0,94.57,99.0,76.74,99.0,36.440677966101696,76.74,2018-19
Vanden High,Travis Unified,Solano,367.0,162.0,132.0,81.48,90.0,55.56,87.0,44.141689373297005,53.7,2018-19
Lynbrook High,Fremont Union High,Santa Clara,415.0,112.0,108.0,96.43,106.0,94.64,106.0,26.987951807228917,94.64,2018-19
Saratoga High,Los Gatos-Saratoga Joint Union High,Santa Clara,321.0,88.0,86.0,97.73,84.0,95.45,83.0,27.41433021806853,94.32,2018-19
Lemoore Middle College High,Lemoore Union High,Kings,59.0,39.0,37.0,94.87,24.0,61.54,24.0,66.10169491525424,61.54,2018-19
Grand Terrace High School at the Ray Abril Jr. Educational Complex,Colton Joint Unified,San Bernardino,503.0,166.0,119.0,71.69,73.0,43.98,67.0,33.00198807157058,40.36,2018-19
Channel Islands High,Oxnard Union High,Ventura,611.0,421.0,153.0,36.34,82.0,19.48,76.0,68.90343698854338,18.05,2018-19
Rio Mesa High,Oxnard Union High,Ventura,549.0,352.0,158.0,44.89,105.0,29.83,98.0,64.11657559198542,27.84,2018-19
Adrian Wilcox High,Santa Clara Unified,Santa Clara,458.0,106.0,97.0,91.51,84.0,79.25,82.0,23.144104803493452,77.36,2018-19
Buena High,Ventura Unified,Ventura,412.0,110.0,88.0,80.0,60.0,54.55,58.0,26.699029126213592,52.73,2018-19
Rim of the World Senior High,Rim of the World Unified,San Bernardino,209.0,56.0,41.0,73.21,19.0,33.93,17.0,26.794258373205743,30.36,2018-19
Del Norte High,Poway Unified,San Diego,515.0,221.0,208.0,94.12,186.0,84.16,183.0,42.9126213592233,82.81,2018-19
Escalon High,Escalon Unified,San Joaquin,188.0,63.0,48.0,76.19,30.0,47.62,28.0,33.51063829787234,44.44,2018-19
Monte Vista High,Grossmont Union High,San Diego,456.0,114.0,87.0,76.32,81.0,71.05,72.0,25.0,63.16,2018-19
Oakdale High,Oakdale Joint Unified,Stanislaus,350.0,90.0,70.0,77.78,67.0,74.44,59.0,25.71428571428571,65.56,2018-19
Ramon C. Cortines School of Visual and Performing Arts,Los Angeles Unified,Los Angeles,342.0,211.0,146.0,69.19,66.0,31.28,62.0,61.69590643274854,29.38,2018-19
Ganesha High,Pomona Unified,Los Angeles,207.0,66.0,23.0,34.85,7.0,10.61,7.0,31.88405797101449,10.61,2018-19
Diamond Ranch High,Pomona Unified,Los Angeles,377.0,211.0,163.0,77.25,86.0,40.76,85.0,55.96816976127321,40.28,2018-19
Ukiah High,Ukiah Unified,Mendocino,365.0,81.0,68.0,83.95,52.0,64.2,49.0,22.19178082191781,60.49,2018-19
Santiago High,Garden Grove Unified,Orange,533.0,246.0,140.0,56.91,80.0,32.52,68.0,46.15384615384615,27.64,2018-19
PUC CALS Middle School and Early College High,Los Angeles Unified,Los Angeles,58.0,36.0,18.0,50.0,16.0,44.44,13.0,62.06896551724138,36.11,2018-19
Greenfield High,South Monterey County Joint Union High,Monterey,268.0,106.0,45.0,42.45,9.0,8.49,8.0,39.55223880597015,7.55,2018-19
Cesar E. Chavez High,Santa Ana Unified,Orange,286.0,48.0,3.0,6.25,1.0,2.08,1.0,16.783216783216783,2.08,2018-19
Elwood J. Keema High,Twin Rivers Unified,Sacramento,146.0,27.0,3.0,11.11,0.0,0.0,0.0,18.493150684931507,0.0,2018-19
Impact Academy of Arts & Technology,Hayward Unified,Alameda,102.0,54.0,29.0,53.7,22.0,40.74,21.0,52.94117647058824,38.89,2018-19
McKinleyville High,Northern Humboldt Union High,Humboldt,143.0,35.0,32.0,91.43,25.0,71.43,24.0,24.475524475524477,68.57,2018-19
International Polytechnic High,Los Angeles County Office of Education,Los Angeles,131.0,75.0,71.0,94.67,50.0,66.67,49.0,57.25190839694656,65.33,2018-19
Middle College High,Los Angeles Unified,Los Angeles,88.0,66.0,44.0,66.67,19.0,28.79,17.0,75.0,25.76,2018-19
Fowler High,Fowler Unified,Fresno,203.0,76.0,44.0,57.89,19.0,25.0,18.0,37.4384236453202,23.68,2018-19
Erma Duncan Polytechnical High,Fresno Unified,Fresno,210.0,55.0,28.0,50.91,10.0,18.18,7.0,26.190476190476193,12.73,2018-19
Liberty High,Kern High,Kern,540.0,195.0,167.0,85.64,138.0,70.77,134.0,36.11111111111111,68.72,2018-19
Mountain View High,El Monte Union High,Los Angeles,330.0,85.0,55.0,64.71,28.0,32.94,26.0,25.757575757575758,30.59,2018-19
Humanities and Arts (HARTS) Academy of Los Angeles,Los Angeles Unified,Los Angeles,105.0,31.0,20.0,64.52,9.0,29.03,9.0,29.523809523809526,29.03,2018-19
Camino Nuevo High #2,Los Angeles Unified,Los Angeles,112.0,68.0,32.0,47.06,12.0,17.65,10.0,60.71428571428571,14.71,2018-19
Mammoth High,Mammoth Unified,Mono,98.0,26.0,24.0,92.31,15.0,57.69,15.0,26.53061224489796,57.69,2018-19
Vista del Lago High,Moreno Valley Unified,Riverside,450.0,413.0,166.0,40.19,81.0,19.61,74.0,91.77777777777779,17.92,2018-19
Natomas High,Natomas Unified,Sacramento,243.0,78.0,30.0,38.46,16.0,20.51,12.0,32.098765432098766,15.38,2018-19
Rancho Buena Vista High,Vista Unified,San Diego,484.0,142.0,112.0,78.87,97.0,68.31,95.0,29.338842975206614,66.9,2018-19
LIFE Academy,Oakland Unified,Alameda,65.0,39.0,25.0,64.1,16.0,41.03,15.0,60.0,38.46,2018-19
Animo Watts College Preparatory Academy,Los Angeles Unified,Los Angeles,128.0,44.0,25.0,56.82,11.0,25.0,11.0,34.375,25.0,2018-19
Hillcrest High,Alvord Unified,Riverside,391.0,123.0,89.0,72.36,62.0,50.41,55.0,31.45780051150895,44.72,2018-19
Rosemont High,Sacramento City Unified,Sacramento,300.0,67.0,50.0,74.63,38.0,56.72,37.0,22.333333333333332,55.22,2018-19
High Tech High International,San Diego Unified,San Diego,98.0,77.0,58.0,75.32,38.0,49.35,37.0,78.57142857142857,48.05,2018-19
Washington High,Washington Unified,Fresno,240.0,82.0,36.0,43.9,9.0,10.98,8.0,34.166666666666664,9.76,2018-19
Hamilton High,Hamilton Unified,Glenn,86.0,25.0,13.0,52.0,5.0,20.0,4.0,29.069767441860467,16.0,2018-19
Liberty High,Golden Valley Unified,Madera,138.0,47.0,40.0,85.11,23.0,48.94,21.0,34.05797101449276,44.68,2018-19
El Cajon Valley High,Grossmont Union High,San Diego,553.0,85.0,57.0,67.06,45.0,52.94,42.0,15.370705244122965,49.41,2018-19
Washington (George) High,San Francisco Unified,San Francisco,489.0,279.0,211.0,75.63,198.0,70.97,172.0,57.05521472392638,61.65,2018-19
New Millennium Secondary,Los Angeles Unified,Los Angeles,42.0,31.0,8.0,25.81,4.0,12.9,3.0,73.80952380952381,9.68,2018-19
UCLA Community K-12,Los Angeles Unified,Los Angeles,91.0,54.0,32.0,59.26,22.0,40.74,21.0,59.34065934065934,38.89,2018-19
Vista del Lago High,Folsom-Cordova Unified,Sacramento,441.0,159.0,148.0,93.08,133.0,83.65,130.0,36.054421768707485,81.76,2018-19
Morningside High,Inglewood Unified,Los Angeles,193.0,59.0,27.0,45.76,5.0,8.47,5.0,30.569948186528496,8.47,2018-19
Glen A. Wilson High,Hacienda la Puente Unified,Los Angeles,355.0,329.0,205.0,62.31,170.0,51.67,152.0,92.67605633802816,46.2,2018-19
Martin Luther King Jr. High,Riverside Unified,Riverside,759.0,336.0,270.0,80.36,226.0,67.26,213.0,44.26877470355731,63.39,2018-19
Birmingham Community Charter High,Los Angeles Unified,Los Angeles,798.0,698.0,286.0,40.97,162.0,23.21,139.0,87.468671679198,19.91,2018-19
Bell Gardens High,Montebello Unified,Los Angeles,653.0,196.0,116.0,59.18,53.0,27.04,49.0,30.01531393568147,25.0,2018-19
Great Oak High,Temecula Valley Unified,Riverside,756.0,349.0,313.0,89.68,245.0,70.2,235.0,46.164021164021165,67.34,2018-19
Rancho Cucamonga High,Chaffey Joint Union High,San Bernardino,798.0,407.0,309.0,75.92,208.0,51.11,195.0,51.00250626566416,47.91,2018-19
Downtown College Preparatory,San Jose Unified,Santa Clara,85.0,56.0,17.0,30.36,4.0,7.14,3.0,65.88235294117646,5.36,2018-19
Pioneer High,San Jose Unified,Santa Clara,381.0,96.0,84.0,87.5,66.0,68.75,63.0,25.196850393700785,65.63,2018-19
Eunice Sato Academy of Math & Science,Long Beach Unified,Los Angeles,103.0,79.0,75.0,94.94,71.0,89.87,69.0,76.69902912621359,87.34,2018-19
Northwood High,Irvine Unified,Orange,623.0,226.0,220.0,97.35,209.0,92.48,208.0,36.27608346709471,92.04,2018-19
San Marcos High,San Marcos Unified,San Diego,748.0,307.0,268.0,87.3,201.0,65.47,193.0,41.0427807486631,62.87,2018-19
Clovis High,Clovis Unified,Fresno,733.0,243.0,183.0,75.31,119.0,48.97,115.0,33.15143246930423,47.33,2018-19
Math and Science College Preparatory,Los Angeles Unified,Los Angeles,155.0,27.0,21.0,77.78,14.0,51.85,13.0,17.419354838709676,48.15,2018-19
Engineering and Technology Academy at Esteban E. Torres High No. 3,Los Angeles Unified,Los Angeles,72.0,48.0,12.0,25.0,4.0,8.33,3.0,66.66666666666666,6.25,2018-19
Pacific High,San Bernardino City Unified,San Bernardino,263.0,87.0,35.0,40.23,13.0,14.94,13.0,33.07984790874524,14.94,2018-19
High Tech High Media Arts,San Diego Unified,San Diego,90.0,47.0,28.0,59.57,14.0,29.79,13.0,52.22222222222223,27.66,2018-19
King-Chavez Community High,San Diego Unified,San Diego,87.0,34.0,6.0,17.65,0.0,0.0,0.0,39.08045977011494,0.0,2018-19
